"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de l’agent dans le référentiel FRAN_RI_012 du SI des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de naissance (rico:birthDate)","Date de décès (rico:deathDate)","Histoire de l’agent (rico:history)","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","Identifiant de l’agent dans le référentiel des producteurs des Archives nationales","URI BnF"
"agent/FRAN_RI_012-d-dv4qvip8y--1oarrxte7lkky","d-dv4qvip8y--1oarrxte7lkky","Person","Barral, André (de) (1804-1872)","Debaralle, André","1804-05-17","1872-04-28","Né le 17/05/1804 à Valenciennes. Décédé le 28/04/1872 à Cambrai. Architecte diocésain. A œuvré à la restauration de la cathédrale de Cambrai.",,"Q26202592",,,
"agent/FRAN_RI_012-d-dv4qviu5i--18xzo7abdt8xy","d-dv4qviu5i--18xzo7abdt8xy","Person","Barral, Vincent",,,,"Architecte du département des Bouches-du-Rhône. A œuvré à la restauration de la cathédrale d'Aix-en-Provence.",,,,,
"agent/FRAN_RI_012-d699mu37pe5--1r9bg9k0h4u0e","d699mu37pe5--1r9bg9k0h4u0e","Person","Barre, Raymond (1924-2007)",,,,,,,,"051937",
"agent/FRAN_RI_012-d699mu2otkx--1ipmh55zm2ejg","d699mu2otkx--1ipmh55zm2ejg","Person","Barrot, Jacques (1937-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu286zc-1oluxcsotyims","d699mu286zc-1oluxcsotyims","Person","Barrot, Odilon (1791-1873)",,,,,,,,"051647",
"agent/FRAN_RI_012-d-dv4qvj0kd--j7ffp6w2clll","d-dv4qvj0kd--j7ffp6w2clll","Person","Barthélémy, Jacques Eugène (1799-1882)",,"1799-10-13","1882-05-16","Né le 13/10/1799 à Rouen. Décédé le 16/05/1882 à Rouen. Architecte diocésain. A œuvré à la restauration des cathédrales d'Amiens, Coutances, Reims, Rouen.",,"Q3157913","https://fr.wikipedia.org/wiki/Jacques-Eug%C3%A8ne_Barth%C3%A9l%C3%A9my",,
"agent/FRAN_RI_012-d699mu239i1--1gan4im3xvuhl","d699mu239i1--1gan4im3xvuhl","Person","Barzach, Michèle (1943-....)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn36qev--kwve7qxibym4","d3m0bn36qev--kwve7qxibym4","Person","Basset (17..-18..)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvj6ln-qccgts1ij3kl","d-dv4qvj6ln-qccgts1ij3kl","Person","Basterot de la Barrière, Auguste Prosper (1792-1844)","Barrière, Prosper de la","1792-05-14","1844-09-14","Né le 14/05/1792 à Toulon. Décédé le 14/09/1844 à Perpignan. Architecte du département. A œuvré à la restauration de la cathédrale de Perpignan.",,,,,
"agent/FRAN_RI_012-d699mu05jtk-1gu400s4l8235","d699mu05jtk-1gu400s4l8235","Person","Baudelaire, Charles (1821-1867)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvjc9d--1qgwpuoi032ff","d-dv4qvjc9d--1qgwpuoi032ff","Person","Baudot, Anatole (de) (1834-1915)",,"1834-10-14","1915-02-28","Né le 14/10/1834 à Sarrebourg. Décédé le 28/02/1915 à Paris. Architecte diocésain et inspecteur général des édifices diocésains. A œuvré à la restauration des cathédrales de Chartres, Noyon, Paris, Clermont-Ferrand.","0000000080967502","Q487551","https://fr.wikipedia.org/wiki/Anatole_de_Baudot",,"https://data.bnf.fr/ark:/12148/cb13012963n#about"
"agent/FRAN_RI_012-d699mu5us84--end4hpyda7s8","d699mu5us84--end4hpyda7s8","Person","Baudrier, Jacqueline (1922-2009)",,,,,,,,,
"agent/FRAN_RI_012-d699mu20vxi-a1clvztmbzs","d699mu20vxi-a1clvztmbzs","Person","Baudry, Louis (16..-1695)",,,,,,,,"012800",
"agent/FRAN_RI_012-d699mu0xp78--c5fobuu14lcu","d699mu0xp78--c5fobuu14lcu","Person","Bavière, Louise Marie de (1647-1679)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4itle-ckra30nxjcxr","d3m0bn4itle-ckra30nxjcxr","Person","Bawr, Friedrich Wilhelm von (17..-17..)","Bawr, Friedrich Wilhelm de (17..-17..)",,,,,,,,
"agent/FRAN_RI_012-d699mu1djo8-14cd9s7gbtrub","d699mu1djo8-14cd9s7gbtrub","Person","Baylet, Jean-Michel (1946-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzjjw7--nz4ke2qqjj7s","d699mtzjjw7--nz4ke2qqjj7s","Person","Baylin de Monbel, Joseph Raymond (1846-19..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1yoav--1wyr2w1300zq6","d699mu1yoav--1wyr2w1300zq6","Person","Baylin de Monbel, Marie Thérèse (184. ?-19..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5fy77--1eivs2zklao8q","d699mu5fy77--1eivs2zklao8q","Person","Bayrou, François (1951-....)",,,,,,,,"010083",
"agent/FRAN_RI_012-d699mu1vswk--1kt0yh0xbkb5q","d699mu1vswk--1kt0yh0xbkb5q","Person","Bazan de Flamanville, Jean Hervieu (1660-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4tz2e--1ox71xv94co0m","d699mu4tz2e--1ox71xv94co0m","Person","Beaudéan, Alexandre de (16..-1701)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3g8f2-u9cq4won4g79","d699mu3g8f2-u9cq4won4g79","Person","Beaudéan, Catherine de (16..-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu21e5j--cr2o5kxmi0ou","d699mu21e5j--cr2o5kxmi0ou","Person","Beaudéan, Charles Louis de (16..-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0qfqg-gc1d9qix5ptv","d699mu0qfqg-gc1d9qix5ptv","Person","Beaudéan, Jean de (1614 ?-1695)",,,,,,,,,
"agent/FRAN_RI_012-d699mu199kd--1amlz5262c3t1","d699mu199kd--1amlz5262c3t1","Person","Beauharnais, Aignan de (....-1652)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzbu6p-15fsu08thuimy","d699mtzbu6p-15fsu08thuimy","Person","Beaujon, Jean Nicolas (17..-1791)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6gzof-1n00fwfspjjh7","d699mu6gzof-1n00fwfspjjh7","Person","Beaumarchais, Pierre Augustin Caron de (1732-1799)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvjmtl--1f5n8fjsibr9u","d-dv4qvjmtl--1f5n8fjsibr9u","Person","Beaumont, Philippe Auguste (1814-1897)",,"1814-06-04","1897-03-26","Né le 06/04/1814 à Vire. Décédé le 26/3/1897 à Flers. Inspecteur des travaux des édifices diocésains. A œuvré à la restauration de la cathédrale de Sées.",,"Q21557916",,,
"agent/FRAN_RI_012-d3m0bn3n0pt-4v3juae4dzsd","d3m0bn3n0pt-4v3juae4dzsd","Person","Beaumont du Repaire, Christophe de (1703-1781)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2qoj5--secd5m3dxnh1","d699mu2qoj5--secd5m3dxnh1","Person","Beaune, Jacques de (15.. ?-15.. ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu42s5h--d0ofql6gbexj","d699mu42s5h--d0ofql6gbexj","Person","Beaune, Renaud de (1527-1606)",,,,,,,,,
"agent/FRAN_RI_012-d699mu31v15-uwpjp7phj2u","d699mu31v15-uwpjp7phj2u","Person","Beaune-Semblançay, Charlotte de (1551-1617)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4dxb1--1mufvs4uxlfik","d3m0bn4dxb1--1mufvs4uxlfik","Person","Beaurain, Chevalier de (17..-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4rhxh--1ukrf8onhgpzs","d699mu4rhxh--1ukrf8onhgpzs","Person","Beausire, Jérôme (....-1764)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn316r3--qsts9bakqlmo","d3m0bn316r3--qsts9bakqlmo","Person","Beautemps-Beaupré, Charles-François (1766-1854)",,,,,,,,,
"agent/FRAN_RI_012-d699mu16be8-1kfxbncrx90oi","d699mu16be8-1kfxbncrx90oi","Person","Beauvau, Charles de (1720-1793)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1pxr0--f76qd6ui0fab","d699mu1pxr0--f76qd6ui0fab","Person","Beauvau, Marie Charlotte de (1729-1807)",,,,,,,,,
"agent/FRAN_RI_012-d699mu43m9d-1ppily2pxkauh","d699mu43m9d-1ppily2pxkauh","Person","Beauvillier, Paul de (1648-1714)",,,,,,,,,
"agent/FRAN_RI_012-d699mu57f6b--hh133i97actr","d699mu57f6b--hh133i97actr","Person","Bécam, Marc (1931-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvjvhy-159cdqm9hr1eb","d-dv4qvjvhy-159cdqm9hr1eb","Person","Becci, Antoine (1792-18..)",,"1792-05-07",,"Né le 05/07/1792. A œuvré à la restauration de la cathédrale d'Albi.",,,,,
"agent/FRAN_RI_012-d699mtztjlx-1jx4edcte3ihg","d699mtztjlx-1jx4edcte3ihg","Person","Becquerel, Alexandre Edmond (1820-1891)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6h4tt--3sbkj63ipwbu","d699mu6h4tt--3sbkj63ipwbu","Person","Bedeau, Pierre (1645 ?-1707)",,,,,,,,,
"agent/FRAN_RI_012-d699mu29ek4--vt8ksqpxuk4u","d699mu29ek4--vt8ksqpxuk4u","Person","Bédier, Pierre (1957-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5s7x4-19zgp32533q5m","d699mu5s7x4-19zgp32533q5m","Person","Begag, Azous (1957-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ovsu--19b2j97y80lcg","d699mu3ovsu--19b2j97y80lcg","Person","Begon, Marie Claire Thérèse (1704 ?-1782)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0g1d1-xryhlndwqlq3","d699mu0g1d1-xryhlndwqlq3","Person","Bégon, Michel (1655-1728)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4vyzt-okwzku3ehtyn","d3m0bn4vyzt-okwzku3ehtyn","Person","Beins, Jean de (1577-1651)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5kxns--13zy46vzmpptr","d699mu5kxns--13zy46vzmpptr","Person","Béjart, Armande (1642 ?-1700)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5ry0k--ldem3sqj10at","d699mu5ry0k--ldem3sqj10at","Person","Béjart, Geneviève (1624-1675)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1l3ft-a656dtc7t348","d699mu1l3ft-a656dtc7t348","Person","Béjart, Louis (1630-1678)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzfvks--ajrkvfxwyiwl","d699mtzfvks--ajrkvfxwyiwl","Person","Béjart, Madeleine (1617 ?-1672)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3hl0n--rd2sd683yxsj","d3m0bn3hl0n--rd2sd683yxsj","Person","Bélanger, François-Joseph (1744-1818)",,,,,,,,"051705",
"agent/FRAN_RI_012-d699mu50pim--1egexcqp3j04z","d699mu50pim--1egexcqp3j04z","Person","Belin, Roger (1916-2004)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5jy08--1xntzvzruo8g8","d699mu5jy08--1xntzvzruo8g8","Person","Bellegarde, Claude Marie (....-1755 , comte de)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3tos9--73ccze16bqm1","d3m0bn3tos9--73ccze16bqm1","Person","Belleyme, Pierre de (1747-1819)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1zp58--1sp7gxkmlnrwn","d699mu1zp58--1sp7gxkmlnrwn","Person","Belleyme, Pierre Louis Charles de (....-1871)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn43qgy-1m8l6ln1e1w6p","d3m0bn43qgy-1m8l6ln1e1w6p","Person","Bellin, Jacques-Nicolas (1703-1772)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5i4n1--1ta673bccjqi","d699mu5i4n1--1ta673bccjqi","Person","Bellonte, Maurice (1896-1984)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvk6td-1aycxyrtl5ijl","d-dv4qvk6td-1aycxyrtl5ijl","Person","Bellut, Charles Antoine Victor (1840-....)",,"1840-01-01",,"Né en 1840. Architecte. A œuvré à la restauration de la cathédrale du Puy.",,,,,
"agent/FRAN_RI_012-d-dv4qvkbpw-1py16rc1xw84s","d-dv4qvkbpw-1py16rc1xw84s","Person","Bellut (1806-1874)",,"1806-07-13","1874-01-01","Né le 13/07/1806. Décédé en 1874. Inspecteur des travaux des édifices diocésains. A œuvré à la restauration de la cathédrale du Puy.",,,,,
"agent/FRAN_RI_012-d-dv4qvkgmg-5z4c73uf95zw","d-dv4qvkgmg-5z4c73uf95zw","Person","Belmas, Prosper (1808-....)",,"1808-02-17",,"Né le 17/02/1808. A œuvré à la restauration de la cathédrale de Saint-Flour.",,,,,
"agent/FRAN_RI_012-d699mu0sm6a-dgw73bqh5j66","d699mu0sm6a-dgw73bqh5j66","Person","Belsunce, Armand Antonin de (1716-1741)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0yous-18jj25dyuseo9","d699mu0yous-18jj25dyuseo9","Person","Belsunce, Armand de (16..-17.. ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2twlv-lb8uzgqwjw39","d699mu2twlv-lb8uzgqwjw39","Person","Belsunce, Charles Gabriel de (1682-1739)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3jsrv--3rf2m1t0n04s","d699mu3jsrv--3rf2m1t0n04s","Person","Belsunce, Louise de (16.. ?-1681 ?)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4rzl6--nekpwazpeu06","d3m0bn4rzl6--nekpwazpeu06","Person","Bénard, Jacques-François (16..-1751)",,,,,,,,,
"agent/FRAN_RI_012-d699mu14k0c-9cnbp9stq95u","d699mu14k0c-9cnbp9stq95u","Person","Ben Barka, Medhi (1920-1965)",,,,,,,,,
"agent/FRAN_RI_012-d-71l7gyafb--y2g29od3bqcn","d-71l7gyafb--y2g29od3bqcn","Person","Bénédite, Léonce (1859-1925)",,"1859-01-14","1925-01-01","Conservateur de musée et historien de l'art. - Conservateur du Musée du Luxembourg (1889-) et au Musée Rodin, Paris, France. - Président de la Société des peintres orientalistes, de la Société des peintres lithographes et de la Société des peintres graveurs français.",,,,,"https://data.bnf.fr/ark:/12148/cb127148063#about"
"agent/FRAN_RI_012-d699mtz3d54--sb4g930ax8bl","d699mtz3d54--sb4g930ax8bl","Person","Bénézech de Saint-Honoré, Raymond François Honoré (1752-1803)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4cffh--hsuokvukpi3o","d3m0bn4cffh--hsuokvukpi3o","Person","Benoit XIV (pape , 1675-1758)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvkox7--30055sj7xegd","d-dv4qvkox7--30055sj7xegd","Person","Bénouville, Léon (1860-1903)",,"1860-08-03","1903-11-10","Né le 08/03/1860 à Rome. Décédé en 11/10/1903. Architecte diocésain. A œuvré à la restauration des cathédrales de Beauvais, Agen, Perpignan.",,"Q3270726","https://fr.wikipedia.org/wiki/L%C3%A9on_B%C3%A9nouville",,
"agent/FRAN_RI_012-d-dv4qvkttr-18s801wpso0p4","d-dv4qvkttr-18s801wpso0p4","Person","Bénouville, Pierre (1852-1889)",,"1852-05-04","1889-04-15","Né le 05/04/1852 à Paris. Décédé en 15/04/1889. Architecte diocésain. A œuvré à la restauration de la cathédrale d'Agen.",,"Q3386005",,,"https://data.bnf.fr/ark:/12148/cb121057311#about"
"agent/FRAN_RI_012-d699mu2mlya--1fatvgtb2hvrh","d699mu2mlya--1fatvgtb2hvrh","Person","Bénouville, Pierre de (1914-2001)",,,,,,,,,
"agent/FRAN_RI_012-d699mu48wf1-1kzioy1f6ovxz","d699mu48wf1-1kzioy1f6ovxz","Person","Benserade, Isaac de (1612-1691)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvl0m7--1qjoxpnx340c4","d-dv4qvl0m7--1qjoxpnx340c4","Person","Bérard, Édouard (1843-1912)",,"1843-01-24","1912-01-14","Né le 24/01/1843. Décédé le 14/01/1912 à Paris. Inspecteur des travaux des édifices diocésains. A œuvré à la restauration de la cathédrale de Besançon.",,"Q3579766","https://fr.wikipedia.org/wiki/%C3%89douard_B%C3%A9rard",,
"agent/FRAN_RI_012-d699mu67c8t-1w1ef1tezs54e","d699mu67c8t-1w1ef1tezs54e","Person","Bérégovoy, Pierre (1925-1993)",,,,,,,,"051486",
"agent/FRAN_RI_012-d3m0bn4w64j-yk9qsghisv38","d3m0bn4w64j-yk9qsghisv38","Person","Berey, Nicolas Ier (1610 ?-1655)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4fgj2--9qfegw1im5cw","d699mu4fgj2--9qfegw1im5cw","Person","Bergelin, Christian (1945-2008)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1fpps-lttzi3t11bqx","d699mu1fpps-lttzi3t11bqx","Person","Bergson, Henri (1859-1941)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6a8fo--1lkvmprku2jtf","d699mu6a8fo--1lkvmprku2jtf","Person","Bergson, Michal (1820-1898)",,,,,,,,,
"agent/FRAN_RI_012-d699mu33db0--yc271pku6on2","d699mu33db0--yc271pku6on2","Person","Béringhen, Marie Louise de (17.. ?-1746)",,,,,,,,,
"agent/FRAN_RI_012-d699mu45tw0-1rjozjdz6jqy","d699mu45tw0-1rjozjdz6jqy","Person","Bernadotte, Joseph François Oscar (1844-1859)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2vyot--1jk8j39bueer6","d699mu2vyot--1jk8j39bueer6","Person","Bernard, Jean (1907-2006)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3b9qz-ypwsxs87hjjj","d699mu3b9qz-ypwsxs87hjjj","Person","Bernard, Samuel (1651-1739)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvl9aj--60w5uuarnzxe","d-dv4qvl9aj--60w5uuarnzxe","Person","Berruyer, Alfred (1819-1901)",,"1819-05-19","1901-11-28","Né le 19/05/1819. Décédé le 28/11/1901. Architecte diocésain. A œuvré à la restauration de la cathédrale de Grenoble.",,"Q19951853","https://fr.wikipedia.org/wiki/Alfred_Berruyer",,
"agent/FRAN_RI_012-d699mu2v9qc--ieg9c9sfjklk","d699mu2v9qc--ieg9c9sfjklk","Person","Berry, Charles Ferdinand de Bourbon (1778-1820 , duc de)",,,,,,,,"051571",
"agent/FRAN_RI_012-d-dv4qvleko-93jaaojrxg0g","d-dv4qvleko-93jaaojrxg0g","Person","Bert, Victor (1798-1832)",,"1830-07-17","1832-01-01","Né le 17/07/1830 à Château-Thierry. Décédé en 1832. Architecte de la ville de Troyes. A œuvré à la restauration de la cathédrale de Troyes.",,,,,
"agent/FRAN_RI_012-d-dv4qvljh7-bj8if5mz77zm","d-dv4qvljh7-bj8if5mz77zm","Person","Berthier, André (1811-1873)",,"1811-07-25","1873-04-14","Né le 25/07/1811 à Charolles. Décédé le 14/04/1873 à Mâcon. Architecte diocésain. A œuvré à la restauration de la cathédrale d'Autun.",,"Q2847278","https://fr.wikipedia.org/wiki/Andr%C3%A9_Berthier_",,
"agent/FRAN_RI_012-d699mu63mcc--cptdntdi4y3n","d699mu63mcc--cptdntdi4y3n","Person","Berthoin, Jean (1895-1979)",,,,,,,,,
"agent/FRAN_RI_012-d699mu35v8g-orzith8lgro7","d699mu35v8g-orzith8lgro7","Person","Bertier de Sauvigny, Anne Louise (1765-1793)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2qil8-1t4uq1563sesa","d699mu2qil8-1t4uq1563sesa","Person","Bertier de Sauvigny, Louis Bénigne François (1737-1789)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0mwke--1c1bgbs9tbmbo","d699mu0mwke--1c1bgbs9tbmbo","Person","Bertillon, Alphonse (1853-1914)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvlpw2-1e52jibuambc9","d-dv4qvlpw2-1e52jibuambc9","Person","Bertin, Théophile (1859-1937)",,"1859-01-01","1937-01-30","Né le 01/01/1859 à Nantes. Décédé le 30/01/1937 à Chambéry. Architecte diocésain. A œuvré à la restauration de la cathédrale de Moûtiers.",,"Q21558240",,,
"agent/FRAN_RI_012-d-dv4qvlusm--cbif904wojob","d-dv4qvlusm--cbif904wojob","Person","Bertsch-Proust, Henri, (1846-1911)",,"1846-04-09","1911-08-13","Né le 04/09/1846 à Lorient. Décédé en 13/08/1911. Architecte diocésain. A œuvré à la restauration des cathédrales de Pamiers, Quimper.",,"Q21559298",,,
"agent/FRAN_RI_012-d699mtz9emu-15veh0vvhdcdq","d699mtz9emu-15veh0vvhdcdq","Person","Berty, Adolphe (1818-1867)","Boulet, Adolphe Eugène Etienne (1818-1867)",,,"Historiographe de la Ville de Paris, archéologue, historien de l'architecture, architecte.",,,,,
"agent/FRAN_RI_012-d699mu3qev8--14h7il5d263a2","d699mu3qev8--14h7il5d263a2","Person","Béthune, Armande Louise Adélaïde de (1761-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3wd6u--rp3ostm1b6rp","d699mu3wd6u--rp3ostm1b6rp","Person","Béthune, Catherine Pauline de (1752-1795)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4o1ja-1kq9dn0zo2ol2","d699mu4o1ja-1kq9dn0zo2ol2","Person","Béthune, François de (....-1678)",,,,,,,,,
"agent/FRAN_RI_012-d699mu21wru-1wfo697aqb4u7","d699mu21wru-1wfo697aqb4u7","Person","Béthune, Hippolyte de (1682-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu57lii--dh1rclt6ld5s","d699mu57lii--dh1rclt6ld5s","Person","Béthune, Philippe de (1561-1649)",,,,,,,,"051442",
"agent/FRAN_RI_012-d699mu5xjnt--1i4f4niuzfk7o","d699mu5xjnt--1i4f4niuzfk7o","Person","Béthune, Salomon de (1561-1597)",,,,,,,,,
"agent/FRAN_RI_012-d699mu01ev4--1bowkg1uygyjs","d699mu01ev4--1bowkg1uygyjs","Person","Bettencourt, André (1919-2007)",,,,,,,,,
"agent/FRAN_RI_012-d699mu51cw2-1q7nsbf7gpqxu","d699mu51cw2-1q7nsbf7gpqxu","Person","Beullac, Christian (1923-1986)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0jkj3-4h2id27hn0gx","d699mu0jkj3-4h2id27hn0gx","Person","Bianco, Jean-Louis (1943-....)",,,,,,,,"051488",
"agent/FRAN_RI_012-d699mu2ma2f--c6hdoohpwmq6","d699mu2ma2f--c6hdoohpwmq6","Person","Biancolelli, Dominique (1640-1688)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1u3hz-1f5murvvftam1","d699mu1u3hz-1f5murvvftam1","Person","Biancolelli, François (159. ?-164. ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mtztqqn-1cguh1dk3ddxi","d699mtztqqn-1cguh1dk3ddxi","Person","Biasini, Emile (1922-2011)",,,,,,,,"051392",
"agent/FRAN_RI_012-d699mu5x4lv-d08pliwq81bl","d699mu5x4lv-d08pliwq81bl","Person","Bidault, Georges (1899-1983)",,,,,,,,"051627",
"agent/FRAN_RI_012-d699mu25n2l--166dbz01zoouq","d699mu25n2l--166dbz01zoouq","Person","Biet, Jean-Marie-Dieudonné (1785-1856)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvm4za-5irzmx9ptlmb","d-dv4qvm4za-5irzmx9ptlmb","Person","Bigot, Joseph (1807-1894)",,"1807-12-21","1894-04-09","Né le 21/12/1807 à Quimper. Décédé le 04/09/1894 à Quimper. Architecte diocésain. A œuvré à la restauration de la cathédrale de Quimper.","0000000047239087","Q3184609","https://fr.wikipedia.org/wiki/Joseph_Bigot",,"https://data.bnf.fr/ark:/12148/cb15091520z#about"
"agent/FRAN_RI_012-d699mu3o0i5-1pyrj0y5r3b68","d699mu3o0i5-1pyrj0y5r3b68","Person","Billardon, André (1940-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6ctxg--8andzqe2eqek","d699mu6ctxg--8andzqe2eqek","Person","Billecocq, Pierre (1921-1987)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvmamz-127qdbzrezt87","d-dv4qvmamz-127qdbzrezt87","Person","Binet, Mathurin (1773-1848)",,"1773-01-01","1848-01-01","Né en 1773 à Angers. Décédé en 1848 à Angers. Architecte. A œuvré à la restauration de la cathédrale d'Angers.",,,,,
"agent/FRAN_RI_012-d699mu2du7n--gpfddmzzkbxr","d699mu2du7n--gpfddmzzkbxr","Person","Birague, René de (1506-1583)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2w4mr--bo4eg0nmtife","d699mu2w4mr--bo4eg0nmtife","Person","Bizet, Georges (1838-1875)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4jfjl--1gnh0ejlh1dwz","d699mu4jfjl--1gnh0ejlh1dwz","Person","Björnstjerna, Oscar Magnus (1819-1905)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4781t--i00cv29yikrs","d3m0bn4781t--i00cv29yikrs","Person","Blaeu, Joan (1650-1712)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn2x07r-1jemblg0mk6wm","d3m0bn2x07r-1jemblg0mk6wm","Person","Blaeu, Willem (163 ?-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1movs-tyd28sqqblc6","d699mu1movs-tyd28sqqblc6","Person","Blaikie, Thomas (1750-1838)",,,,"Botaniste et jardinier écossais. Il a dessiné notamment les jardins de Malmaison et Bagatelle.",,,,,
"agent/FRAN_RI_012-d699mu4qcbz--k4bgx8gs5lf6","d699mu4qcbz--k4bgx8gs5lf6","Person","Blanc, Jacques (1939-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvmixr--137l01o19gbtw","d-dv4qvmixr--137l01o19gbtw","Person","Blanc (1854-....)",,"1854-04-12",,"Né le 04/12/1854. Architecte du département de l'Hérault. A œuvré à la restauration de la cathédrale de Montpellier.",,,,,
"agent/FRAN_RI_012-d699mtztcvh--qijr8yn2jnrl","d699mtztcvh--qijr8yn2jnrl","Person","Bloch-Lainé, François (1912-2002)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3pkd2--ojwlhnvipuam","d699mu3pkd2--ojwlhnvipuam","Person","Blondel, François (1617-1686)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvmolg-5itaap2ap0br","d-dv4qvmolg-5itaap2ap0br","Person","Blondel, Hippolyte (1808-1884)",,"1808-11-19","1884-12-06","Né le 19/11/1808 à Saint-Cloud. Décédé le 12/06/1884 à Versailles. Architecte diocésain. A œuvré à la restauration de la cathédrale de Versailles.",,"Q21559139",,,
"agent/FRAN_RI_012-d699mu61p0i-wa6mk58voy1a","d699mu61p0i-wa6mk58voy1a","Person","Blondel, Jean-Baptiste (1764-1825)",,,,,,,,,
"agent/FRAN_RI_012-d699mu402p3--1ug90hf8j3uff","d699mu402p3--1ug90hf8j3uff","Person","Blondel, Jean-François (1681-1722)",,,,,,,,,
"agent/FRAN_RI_012-d-2cb3mg717ez--1eo5i0s7bjxoz","d-2cb3mg717ez--1eo5i0s7bjxoz","Person","Blot, Paul Victor Gabriel",,,,,,,,,
"agent/FRAN_RI_012-d699mu0wit8-5nvkxg69p7c6","d699mu0wit8-5nvkxg69p7c6","Person","Blouet, Guillaume-Abel (1795-1853)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4cxt4--uccmyib663je","d699mu4cxt4--uccmyib663je","Person","Blum, Léon (1872-1950)",,,,,,,,"050200",
"agent/FRAN_RI_012-d699mu6blye-140o0zb34nqcn","d699mu6blye-140o0zb34nqcn","Person","Blunkett, David (1947-....)",,,,,,,,,
