"URI (segment de base  http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Type de lieu (rico:hasOrHadPlaceType)","Description (rico:descriptiveNote)","Nom et id du lieu dans lequel le lieu-dit est situé","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"place/FRAN_RI_005-d3m08ykbw6i-1pnzdprqydtha","d3m08ykbw6i-1pnzdprqydtha","Saint-Satur (Cher, abbaye de)",,"aménagement ou construction",,"Cher (Centre, département) [d3ntb7g2gw--4rv27gfdzgqg]",,
"place/FRAN_RI_005-d3m08zenw9a-bul8oi7rvp2w","d3m08zenw9a-bul8oi7rvp2w","Saint-Thierry (Marne, abbaye de)",,"aménagement ou construction",,"Marne (Champagne-Ardenne, département) [d3ntb8850g-1p10efjw2vyw3]",,
"place/FRAN_RI_005-d3m08z9vamh-87y4fec30sd8","d3m08z9vamh-87y4fec30sd8","Saint-Wandrille (Seine-Maritime, abbaye de)",,"aménagement ou construction",,"Seine-Maritime (Haute-Normandie, département) [d3ntb8svpl-1sgeqirhtkz5g]",,
"place/FRAN_RI_005-d3m08zirklx-ypr7p2ia2vn","d3m08zirklx-ypr7p2ia2vn","Sceaux (Hauts-de-Seine, château de)",,"aménagement ou construction",,"Hauts-de-Seine (Ile-de-France, département) [d3ntb7xgvv-17sbqf1hi4qgj]",,
"place/FRAN_RI_005-d5bdp0ttwe--16y75x5if7651","d5bdp0ttwe--16y75x5if7651","Schirmeck (Bas-Rhin, camp)",,"aménagement ou construction",,"Bas-Rhin (Alsace, département) [d3ntb78834--1anjmzrakhdvu]",,
"place/FRAN_RI_005-d3m08zuifil-1hl9el6m0nrgd","d3m08zuifil-1hl9el6m0nrgd","Seignelay (Yonne, château de)",,"aménagement ou construction",,"Yonne (Bourgogne, département) [d3ntb918mq--w6r60hxod5vb]",,
"place/FRAN_RI_005-d3m0901rz8o-141qk4r9fcffd","d3m0901rz8o-141qk4r9fcffd","Sept-Fons (Allier ; abbaye de)",,"abbaye",,"Allier (Auvergne, département) [d3ntb713cs-uv28hws58a4c]","http://www.wikidata.org/entity/Q1776043",
"place/FRAN_RI_005-d3m08yyn0tf--1e9mg4rm6bysm","d3m08yyn0tf--1e9mg4rm6bysm","Silly-en-Gouffern (Orne, abbaye de)",,"aménagement ou construction",,"Orne (Basse-Normandie, département) [d3ntb8hf4o-hghezh7crum4]",,
"place/FRAN_RI_005-d-1g85e5f5g--16p9mmx096etu","d-1g85e5f5g--16p9mmx096etu","Site nucléaire de Marcoule (Gard)",,"site nucléaire","Le site nucléaire de Marcoule est créé en 1956, et s'étend sur les communes de Chusclan et Codolet, proches de Bagnols-sur-Cèze, dans le Gard et à une trentaine de kilomètres au sud du site nucléaire du Tricastin (Pierrelatte, Drôme). (Source : https://fr.wikipedia.org/wiki/Site_nucl%C3%A9aire_de_Marcoule)",,"http://www.wikidata.org/entity/Q580142","07/05/2020 : Lieu ajouté le [07/05/2020]"
"place/FRAN_RI_005-d-1g85e4gw4-1a9cv4ri8ow3k","d-1g85e4gw4-1a9cv4ri8ow3k","Stella-Plage (Cucq ; station balnéaire)",,"station balnéaire","Stella-Plage est une station balnéaire française, appartenant à la commune de Cucq. (Source : https://fr.wikipedia.org/wiki/Stella-Plage)","Cucq (Pas-de-Calais) [d3ntp94ros-1fdbayuo54n6h]","http://www.wikidata.org/entity/Q24928558","27/04/2020 : Lieu ajouté le [27/04/2020]"
"place/FRAN_RI_005-d5bdp38jf0--1isurwou89yhp","d5bdp38jf0--1isurwou89yhp","Suez (canal)",,"aménagement ou construction",,,,
"place/FRAN_RI_005-d-3fngl6yqo-x2rraglaa86r","d-3fngl6yqo-x2rraglaa86r","Suscinio, château de (Sarzeau ; château)",,"château","Le château de Suscinio, résidence des ducs de Bretagne, se dresse au bord de la mer dans la commune de Sarzeau (Morbihan). (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Suscinio)","Sarzeau (Morbihan) [d3ntlig9ed-164urxbfmwtam]","http://www.wikidata.org/entity/Q2970742","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d-3grxqom5u--11ppa7hlpqm1h","d-3grxqom5u--11ppa7hlpqm1h","Taureau, château du (Plouezoc'h ; château)",,"château","Le château du Taureau est situé dans la commune de Plouezoc'h à l'entrée de la baie de Morlaix dans le Finistère. Il est proche de Carantec. Il a été classé monument historique par arrêté du 29 juillet 1914. (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Taureau)","Plouezoc'h (Finistère) [d3ntgstn98-1memwtqo5dqv2]","http://www.wikidata.org/entity/Q2971835 | https://sws.geonames.org/2973296/","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d-3w1v88k07--1p750rvknthe9","d-3w1v88k07--1p750rvknthe9","Tévennec, phare de (Finistère ; phare)",,"phare","Le phare de Tévennec est situé à la pointe occidentale de la Bretagne (département du Finistère), dans la partie nord du raz de Sein au large de la pointe du Van. Automatisé dès 1910 du fait de son accès difficile, il accompagne le feu de la Vieille dans la sécurisation du passage du raz de Sein, qui présente de nombreuses difficultés. Il a été inscrit monument historique par arrêté du 31 décembre 2015. (Source : https://fr.wikipedia.org/wiki/Phare_de_T%C3%A9vennec)","Finistère (Bretagne, département) [d3ntb7ow7c--5vehi4l7x7op]","http://www.wikidata.org/entity/Q2084993","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d3m08zvjgym-h4twojleetvh","d3m08zvjgym-h4twojleetvh","Thiron (Eure-et-Loir, abbaye de)",,"aménagement ou construction",,"Eure-et-Loir (Centre, département) [d3ntb7ok4s-1kvjezyly9q6g]",,
"place/FRAN_RI_005-d3m08zciqg1-1fa0umlggjd2f","d3m08zciqg1-1fa0umlggjd2f","Thoiry (Yvelines, château de)",,"aménagement ou construction",,"Yvelines (Ile-de-France, département) [d3ntb91vp2-1x0gbusmn6zj4]",,
"place/FRAN_RI_005-d-feqqzg9a-kr6jnpzglf1c","d-feqqzg9a-kr6jnpzglf1c","Thol, château de (Neuville-sur-Ain ; château)",,"château",,"Neuville-sur-Ain (Ain) [d3ntcpynz5--1mame2tt28ba1]","http://www.wikidata.org/entity/Q2970786",
"place/FRAN_RI_005-d5bdoxw64x-xr44n014qzk4","d5bdoxw64x-xr44n014qzk4","Thol (Ain, camp)",,"aménagement ou construction",,"Ain (Rhône-Alpes, département) [d3ntb70dhk-1lf59tn8rsvbw]",,
"place/FRAN_RI_005-d-bj0k6407f--bd5otcsq7sj3","d-bj0k6407f--bd5otcsq7sj3","Tours de Merle (Saint-Geniez-ô-Merle ; château)",,"château",,"Saint-Geniez-ô-Merle (Corrèze) [d3nteyzqqu--1v5bcs01vivf1]","http://www.wikidata.org/entity/Q3535527",
"place/FRAN_RI_005-d-9c7yingra--qvnqex48hzjx","d-9c7yingra--qvnqex48hzjx","Tourvéon, château du (Collonges-au-Mont-d'Or ; château)",,"château","Le château du Tourvéon, un temps appelé la Tourvéonnière, est situé sur la commune de Collonges-au-Mont-d'Or dans la Métropole de Lyon, à flanc de pente, dominant la vallée de la Saône. (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Tourv%C3%A9on)","Collonges-au-Mont-d'Or (Rhône) [d3ntr2aqlw-xc3375kt79q6]","http://www.wikidata.org/entity/Q2971837","11/08/2020 : Lieu ajouté le [11/08/2020]"
"place/FRAN_RI_005-d3m08yj21f2-9m9h8iolybnu","d3m08yj21f2-9m9h8iolybnu","Trappe (Orne, abbaye de la)",,"aménagement ou construction",,"Orne (Basse-Normandie, département) [d3ntb8hf4o-hghezh7crum4]",,
"place/FRAN_RI_005-d-36vmgbl8i-lzijsbj5gdzf","d-36vmgbl8i-lzijsbj5gdzf","Trécesson, château de (Campénéac ; château)",,"château","Le château de Trécesson, qui a conservé son aspect médiéval, est l'un des plus impressionnants châteaux de Bretagne. Ses imposants murs de schiste rougeâtre se reflètent dans les eaux de l’étang qui l’entoure. Il est situé sur la commune de Campénéac (Morbihan) à proximité de la forêt de Paimpont-Brocéliande et en bordure du camp de Coëtquidan. C’est une propriété privée. Le château de Trécesson fait l’objet d’un classement au titre des monuments historiques depuis juin 1922. (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Tr%C3%A9cesson)","Campénéac (Morbihan) [d3ntlgawsv-1boo493d6xrlx]","http://www.wikidata.org/entity/Q2970867","14/08/2020 : Lieu ajouté le [14/08/2020]"
"place/FRAN_RI_005-d3m0900yn3n-9mf13shfvrre","d3m0900yn3n-9mf13shfvrre","Trianon (Yvelines, château de)",,"aménagement ou construction",,"Yvelines (Ile-de-France, département) [d3ntb91vp2-1x0gbusmn6zj4]",,
"place/FRAN_RI_005-d3m08yynin6-1b460doa064wb","d3m08yynin6-1b460doa064wb","Trie (Oise, château de)",,"aménagement ou construction",,"Oise (Picardie, département) [d3ntb8gs2c-r7m1xcm91zhq]",,
"place/FRAN_RI_005-d3m08yu0ltj--h4x9gmmw37am","d3m08yu0ltj--h4x9gmmw37am","Troarn (Calvados, abbaye de)",,"aménagement ou construction",,"Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]",,
"place/FRAN_RI_005-d3m08zttklz-wfvq81mk38y7","d3m08zttklz-wfvq81mk38y7","Trois-Fontaines (Marne, abbaye de)",,"aménagement ou construction",,"Marne (Champagne-Ardenne, département) [d3ntb8850g-1p10efjw2vyw3]",,
"place/FRAN_RI_005-d3m08zvhbpm-a1yzwt6c65is","d3m08zvhbpm-a1yzwt6c65is","Val (Val-d'Oise, abbaye du)",,"aménagement ou construction",,"Val-d'Oise (Ile-de-France, département) [d3ntb8ynxv--18mkd7r455huc]",,
"place/FRAN_RI_005-d-1xspc1r54--x16ag8a6jp1d","d-1xspc1r54--x16ag8a6jp1d","Valbonne, camp militaire de la (Ain ; camp militaire)",,"camp militaire",,"Ain (Rhône-Alpes, département) [d3ntb70dhk-1lf59tn8rsvbw]","http://www.wikidata.org/entity/Q2935265 | https://sws.geonames.org/7626699/",
"place/FRAN_RI_005-d3m08z3pz89-16ereb3tixwpd","d3m08z3pz89-16ereb3tixwpd","Val-Chrétien (Aisne, abbaye du)",,"aménagement ou construction",,"Aisne (Picardie, département) [d3ntb70r2g--1uw0k9ewfsj4r]",,
"place/FRAN_RI_005-d3m0901nbo3-ps44r0sh7575","d3m0901nbo3-ps44r0sh7575","Vallery (Yonne, château de)",,"aménagement ou construction",,"Yonne (Bourgogne, département) [d3ntb918mq--w6r60hxod5vb]",,
"place/FRAN_RI_005-d3m08yymm5q-lwqzmmqrlp6x","d3m08yymm5q-lwqzmmqrlp6x","Valmagne (Hérault, abbaye de)",,"aménagement ou construction",,"Hérault (Languedoc-Roussillon, département) [d3ntb7xsix--1qxf9xwajlkuk]",,
"place/FRAN_RI_005-d3m08zfc7r3-j3sqdqj4z9qd","d3m08zfc7r3-j3sqdqj4z9qd","Valmont (Seine-Maritime, abbaye de)",,"aménagement ou construction",,"Seine-Maritime (Haute-Normandie, département) [d3ntb8svpl-1sgeqirhtkz5g]",,
"place/FRAN_RI_005-d3m08z81r5b--105qlttz6bk5p","d3m08z81r5b--105qlttz6bk5p","Val-Richer (Calvados, abbaye du)",,"aménagement ou construction",,"Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]",,
"place/FRAN_RI_005-d3m08zdu331--1n11gbpertjqg","d3m08zdu331--1n11gbpertjqg","Vanves (Hauts-de-Seine, château de)",,"aménagement ou construction",,"Hauts-de-Seine (Ile-de-France, département) [d3ntb7xgvv-17sbqf1hi4qgj]",,
"place/FRAN_RI_005-d3m08z7od14--1mez3exvw6jsg","d3m08z7od14--1mez3exvw6jsg","Vaujours (Seine-Saint-Denis, château de)",,"aménagement ou construction",,"Seine-Saint-Denis (Ile-de-France, département) [d3ntb8t74v--1wxzypxi8r7lm]",,
"place/FRAN_RI_005-d3m08yn0l5v--163am3iw6c4x7","d3m08yn0l5v--163am3iw6c4x7","Vauluisant (Yonne, abbaye de)",,"aménagement ou construction",,"Yonne (Bourgogne, département) [d3ntb918mq--w6r60hxod5vb]",,
"place/FRAN_RI_005-d3m08zwvro4--17brwms3mm3q4","d3m08zwvro4--17brwms3mm3q4","Vaux-de-Cernay (Yvelines, abbaye des)",,"aménagement ou construction",,"Yvelines (Ile-de-France, département) [d3ntb91vp2-1x0gbusmn6zj4]",,
"place/FRAN_RI_005-d3m08yuy1bt--1qz1pm87x5fxb","d3m08yuy1bt--1qz1pm87x5fxb","Vaux-le-Vicomte (Seine-et-Marne, château de)",,"aménagement ou construction",,"Seine-et-Marne (Ile-de-France, département) [d3ntb8r1j8-pfqcs6tkazic]",,
"place/FRAN_RI_005-d3m08zvaxxz--1hxbw9fmcn71b","d3m08zvaxxz--1hxbw9fmcn71b","Vernouillet (Yvelines, château de)",,"aménagement ou construction",,"Yvelines (Ile-de-France, département) [d3ntb91vp2-1x0gbusmn6zj4]",,
"place/FRAN_RI_005-d3m08z3i36s--drb4jatdi83m","d3m08z3i36s--drb4jatdi83m","Versailles (Yvelines, château de)",,"aménagement ou construction",,"Yvelines (Ile-de-France, département) [d3ntb91vp2-1x0gbusmn6zj4]",,
"place/FRAN_RI_005-d3m08zaoeua--1f7r675coz84","d3m08zaoeua--1f7r675coz84","Verteuil (Charente, château de)",,"aménagement ou construction",,"Charente (Poitou-Charentes, département) [d3ntb7ewfo--1d14rhava075d]",,
"place/FRAN_RI_005-d-1g85e58d0-1slqrm70bvld6","d-1g85e58d0-1slqrm70bvld6","Vesvre, château de la (La-Celle-en-Morvan ; château)",,"château","Le château de la Vesvre est situé sur la commune de La Celle-en-Morvan en Saône-et-Loire, dans la vallée de la Celle, affluent de l'Arroux. (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Vesvre)","La Celle-en-Morvan (Saône-et-Loire) [d3nts5s87v-181nitmvpe67w]","http://www.wikidata.org/entity/Q2971436","27/04/2020 : Lieu ajouté le [27/04/2020]"
"place/FRAN_RI_005-d3m09007hsn-gl0t96kgsx4g","d3m09007hsn-gl0t96kgsx4g","Vézelay (Yonne, abbaye de)",,"aménagement ou construction",,"Yonne (Bourgogne, département) [d3ntb918mq--w6r60hxod5vb]",,
"place/FRAN_RI_005-d-3jxdk1vws--1iexy5e07cbes","d-3jxdk1vws--1iexy5e07cbes","Vieux-Château (L'Ile-d'Yeu ; château)",,"château","À l’île d’Yeu, le Vieux-Château est un château fort édifié au XIVe siècle, couvrant trois siècles de l'histoire insulaire. Il fait l’objet d’un classement au titre des monuments historiques depuis 1900. (Source : https://fr.wikipedia.org/wiki/Vieux-Ch%C3%A2teau_(L%27%C3%8Ele-d%27Yeu) )","L'Ile-d'Yeu (Vendée) [d3ntw1ul14--16mdimddrnd70]","http://www.wikidata.org/entity/Q2306676","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d3m08zwsspi--1d9t8nvuj9btd","d3m08zwsspi--1d9t8nvuj9btd","Vilgénis (Essonne, château de)",,"aménagement ou construction",,"Essonne (Ile-de-France, département) [d3ntb7nvrw--x5v56woc2tqj]",,
"place/FRAN_RI_005-d3m08znavw2-x268rcvmtg11","d3m08znavw2-x268rcvmtg11","Villarceau (Seine-et-Marne, château de)",,"aménagement ou construction",,"Seine-et-Marne (Ile-de-France, département) [d3ntb8r1j8-pfqcs6tkazic]",,
"place/FRAN_RI_005-d3m09008i8p-18mzx3nv8orct","d3m09008i8p-18mzx3nv8orct","Villeloin (Indre-et-Loire, abbaye de)",,"aménagement ou construction",,"Indre-et-Loire (Centre, département) [d3ntb7z81l--133orriip2258]",,
"place/FRAN_RI_005-d3m08zupzo7--1km9jxu4ugrfc","d3m08zupzo7--1km9jxu4ugrfc","Villeroy (Seine-et-Marne, château de)",,"aménagement ou construction",,"Seine-et-Marne (Ile-de-France, département) [d3ntb8r1j8-pfqcs6tkazic]",,
"place/FRAN_RI_005-d3m08zus1r3-12pxccpra5c8r","d3m08zus1r3-12pxccpra5c8r","Villers-Cotterêts (Aisne, château de)",,"aménagement ou construction",,"Aisne (Picardie, département) [d3ntb70r2g--1uw0k9ewfsj4r]",,
"place/FRAN_RI_005-d5bdpifpw2--6lajd46h691d","d5bdpifpw2--6lajd46h691d","Vincennes (Val-de-Marne, château de)",,"aménagement ou construction",,"Val-de-Marne (Ile-de-France, département) [d3ntb8yzd6-1a3vkw5xig8h2]",,
"place/FRAN_RI_005-d-1g85e53yo--7jai7ebgeqps","d-1g85e53yo--7jai7ebgeqps","Vives-Eaux, château des (Dammarie-les-Lys ; château)",,"château","Le château des Vives-Eaux est un château français, entouré d'un parc et situé à Dammarie-les-Lys, en Seine-et-Marne. (Source : https://fr.wikipedia.org/wiki/Ch%C3%A2teau_des_Vives_Eaux )","Dammarie-les-Lys (Seine-et-Marne) [d3ntteq8pg--13w71nyn9ykzx]","http://www.wikidata.org/entity/Q2971571","27/04/2020 : Lieu ajouté le [27/04/2020]"
"place/FRAN_RI_005-d3m08zggbq2-s0t9wlb0raxp","d3m08zggbq2-s0t9wlb0raxp","Vivier (Seine-et-Marne, château du)",,"aménagement ou construction",,"Seine-et-Marne (Ile-de-France, département) [d3ntb8r1j8-pfqcs6tkazic]",,
"place/FRAN_RI_005-d3m08yuxfjf-drkl45vv7uh0","d3m08yuxfjf-drkl45vv7uh0","Yerres (Essonne, abbaye d')",,"aménagement ou construction",,"Essonne (Ile-de-France, département) [d3ntb7nvrw--x5v56woc2tqj]",,
